Path,Method,OperationId,ResponseType,ResponseFields
"/sensors/profiles/{sensor_type}/{profile_uuid}","get","profiles-details","object","{""type"":""object"",""properties"":{""name"":{""description"":""The name of the profile."",""type"":""string"",""example"":""US-1A Sensors""},""description"":{""description"":""A short description explaining the purpose or targets of the profile."",""type"":""string"",""example"":""This profile targets sensors for US-1A.""},""profile_uuid"":{""description"":""The unique identifier (UUID) of the profile."",""type"":""string"",""example"":""52cddf58-f10f-49f6-969f-d17f623171f5""},""created"":{""description"":""An ISO timestamp indicating the date and time when the profile was created."",""type"":""string"",""example"":""2024-07-19T00:11:47.227483Z""},""updated"":{""description"":""An ISO timestamp indicating the date and time when the profile was last updated."",""type"":""string"",""example"":""52cddf58-f10f-49f6-969f-d17f623171f5""},""config"":{""oneOf"":[{""title"":""Agent Config Object"",""description"":""Configuration settings and options applied to the agent profile."",""type"":""object"",""properties"":{""version"":{""description"":""The version applied to the members of the agent profile."",""type"":""string"",""example"":""10.7.1""},""pluginset"":{""description"":""The plugin update plan configuration. You can specify what plugins to install on linked agents during the daily plugin update. \n\nYou can choose from the following options: <ul><li>Auto update to the latest—Specify the value `latest` to auto update to the latest.</li><li>Delay plugin updates by days—Specify a two digit number `1` to `30` indicating the number of days to delay plugin updates.</li><li>Select plugin set from last 30 days—Specify a plugin set from the last 30 days, for example `202407172302`. Plugin sets must be 12 digits."",""type"":""string"",""example"":""202407172302""},""immediate_plugin_update"":{""description"":""Indicates whether agents assigned to this profile immediately update their plugin sets after receiving a new assignment. A value of `true` means agents update immediately, while `false` means they update during their regular check-in cycle (at least every 24 hours)."",""type"":""boolean""},""update_disabled"":{""description"":""Indicates whether or not the agents are excluded from software updates. If set to true, all agents assigned to this profile are prevented from receiving software updates. This setting overrides scheduled freeze windows."",""type"":""boolean""},""container_public_key"":{""description"":""The public key for the agent identifier."",""type"":""string"",""example"":""-----BEGIN PUBLIC KEY-----\nMIICIjANBgkqhkiG9w0BAQEFACbCAg8AMIICCgKCAgEAhPwbbBs6VxnrYTPNiD+Z\nOZs5xkz3EHFALm1JOp05qK6x2uIM+REdV3omrUH8pKoiJ41endISwliQVzRUeHND\n/LOc/SCupCiHnss9hIJ0vFWwMmA3pnDobv3bnKzNhiFOUidjwrIafWonUAArIFuw\n7UVFCtdtfrKuvHcTNXlGAg0jDxzST0aGObrNPihtPTAhQrpI3UzmiD/O1BQZpXff\nQc8q8INyrbaqtmudf6je3iQq65wvL/ZD02Gtoa4PhVyGTrfYJBfD3WY9vBjjteNt\n8A3elcq40XVOZL378e2eLufiOSwvmRaqNQplbo7AZko1EZvcUFzYW5KHMetsPXtn\nfe/D8sPvGvPD7o6BIZPsMBPii1w36MI4xu7FvmOWZzX7GLIWHN2FV5WO+HJ4lPJk\nUSQzEFbP/Q2hmUeCnfrF/XBKV1ORvcj81AYTo/JwXTLq1SK99m3xcWjjurCMTy4d\nOMI63KU9CZPmYCN4qHR2bUa4u0+/qbMQEnXScO27ypifhehS10PhzmmVEFF6dHyf\ne/v1KkgnhSFfYXMZNokr0u/ZGVyXmLxourz7E9sC00v6WewulAkXcpaLw304RFML\nzOH2c5qM1W6Z/VPldSswxnZhYw56SnbUqahbFU2CWbHEfqwFde3QZdZiOfvoqmFj\nNxDFPKPMPTkiUMEk6gW7HAMCAwEAAQ==\n-----END PUBLIC KEY-----\n""},""modules"":{""description"":""Configuration settings and options for the members of the agent profile. Nessus agent identifier service options are defined in the `com.tenable.agent_identifier_service` object, and Nessus agent settings are defined in the `com.tenable.nessus_agent` object."",""type"":""object"",""properties"":{""com.tenable.nessus_agent"":{""description"":""Nessus agent settings."",""type"":""object"",""properties"":{""enabled"":{""description"":""Indicates whether or not additional agent settings are enabled. Currently, the only supported setting is `backend_log_level`."",""type"":""boolean""},""settings"":{""type"":""array"",""description"":""An array of objects where each object is one individual setting. Each object contains a `setting` property to specify the setting and a `value` property to specify the value for setting. For example, `{\""setting\"":\""backend_log_level\"",\""value\"":\""debug\""}`."",""items"":{""type"":""object"",""properties"":{""setting"":{""description"":""The setting applied to the agents in the profile."",""type"":""string"",""default"":""backend_log_level"",""enum"":[""backend_log_level""]},""value"":{""description"":""The value for the setting."",""type"":""string"",""enum"":[""normal"",""debug"",""verbose""]}}}}}},""com.tenable.agent_identifier_service"":{""description"":""Nessus agent identifier service options."",""type"":""object"",""properties"":{""enabled"":{""description"":""Indicates whether or not an open agent port is enabled for the agent identifier service. This setting enables Tenable network scanners to positively identity scan targets hosting Tenable agents. These hosts will appear as a single asset regardless of whether they are the target of a network scan or are generating agent scans. Note that enabling this option configures your network scanners to probe each target system on the port you select."",""type"":""boolean""},""open_agent_port"":{""description"":""The port to used for the agent identifier service."",""type"":""integer"",""example"":5050}}},""com.tenable.fredi_module"":{""description"":""Nessus agent continuous assessment settings."",""type"":""object"",""properties"":{""enabled"":{""description"":""Indicates whether or not to enable continuous assessment scanning."",""type"":""boolean""},""base_inventory_freq"":{""description"":""Indicates how often the agents perform a full software inventory scan via continuous assessment scanning in days. You can choose any integer between `1` and `14`."",""type"":""integer"",""minimum"":1,""maximum"":14}}},""com.tenable.tua_comm_module"":{""description"":""Tenable universal agent settings. This module ensures that continuous assessment scanning data is properly sent from agents to Tenable Vulnerability Management."",""type"":""object"",""properties"":{""enabled"":{""description"":""Indicates whether or not the Tenable universal agent module is enabled."",""type"":""boolean""}}}}},""resources"":{""description"":""Resource usage configuration currently applied to the agent."",""type"":""object"",""properties"":{""cpu_limit"":{""description"":""The maximum percentage of the host's CPU that the agent is allowed to use. Supported values range from 1 to 100. **Note:**: This setting applies only to agents running version 11.1.0 or later and is not supported on macOS hosts."",""type"":""integer"",""minimum"":1,""maximum"":100,""example"":30}}}}},{""title"":""Scanner Config Object"",""description"":""Configuration settings and options applied to the scanner profile."",""type"":""object"",""properties"":{""version"":{""description"":""The version applied to the members of the scanner profile."",""type"":""string"",""example"":""10.7.1""},""pluginset"":{""description"":""The plugin update plan configuration. You can specify what plugins to install on linked scanners during the daily plugin update.\n\nYou can choose from the following options: <ul><li>Auto update to the latest—Specify the value `latest` to auto update to the latest.</li><li>Delay plugin updates by days—Specify a two digit number `1` to `30` indicating the number of days to delay plugin updates.</li><li>Select plugin set from last 30 days—Specify a plugin set from the last 30 days, for example `202407172302`. Plugin sets must be 12 digits."",""type"":""string"",""example"":""202407172302""},""update_disabled"":{""description"":""Indicates whether or not the scanners are excluded from software updates. If set to true, all scanners assigned to this profile are prevented from receiving software updates. This setting overrides scheduled freeze windows."",""type"":""boolean""}}}]}}}"
"/sensors/profiles/{sensor_type}/{profile_uuid}","put","profiles-update","unknown","{}"
"/sensors/profiles/{sensor_type}/{profile_uuid}","delete","profiles-delete","unknown","{""oneOf"":[{""title"":""Agent Profile Deletion"",""type"":""object"",""properties"":{""task_id"":{""type"":""string"",""description"":""The unique identifier (UUID) of the agent profile deletion task. You can check the status of deletion task via the [Get agent task status](ref:bulk-task-agent-status) endpoint.""},""container_uuid"":{""type"":""string"",""description"":""The unique identifier (UUID) of the container where the task is operating.""},""status"":{""type"":""string"",""description"":""The status of the task. Possible status values are:<ul><li>`NEW`—The task was created but has not yet started running.</li><li>`RUNNING`—The task is in progress.</li><li>`COMPLETED`—The task is done.</li><li>`FAILED`—There was an error completing the task.</li><li>`STALE`—The task has not been updated in a long time.</li></ul>"",""enum"":[""NEW"",""RUNNING"",""COMPLETED"",""FAILED"",""STALE""]},""message"":{""type"":""string"",""description"":""An informative message about the state of the task.""}}},{""title"":""Scanner Profile Deletion"",""type"":""object"",""properties"":{""message"":{""type"":""string"",""description"":""A message indicating whether or not the deletion request was successfully received.""},""request_status_id"":{""type"":""string"",""description"":""The unique identifier (UUID) of the scanner profile deletion request task. You can check the status of deletion task via the [Get scanner task status](ref:scanner-task-status) endpoint.""}}}]}"
"/sensors/profiles/{sensor_type}/{profile_uuid}/clone","post","profiles-clone","object","{""type"":""object"",""properties"":{""uuid"":{""description"":""The unique identifier (UUID) of the cloned profile."",""type"":""string"",""format"":""uuid""}}}"
"/sensors/profiles/feed_versions","get","profiles-feed-versions","array","{""type"":""array"",""items"":{""type"":""string""}}"
"/v1/recast/rules","post","recast-rules-create","object","{""type"":""object"",""properties"":{""rule_value"":{""type"":""object"",""description"":""Details of the rule action and its settings."",""properties"":{""action"":{""description"":""The rule action: `Recast` or `Accept` (for Vulnerabilities and Web Applications) or `Change Result` and `Accept Result` (for Host Audits)."",""enum"":[""RECAST"",""ACCEPT"",""CHANGE_RESULT"",""ACCEPT_RESULT""]},""comment"":{""type"":""string"",""description"":""Optional notes or rationale for the rule.""},""false_positive"":{""type"":""boolean"",""description"":""Indicates whether the plugin was flagged as producing inaccurate findings for review.""},""severity"":{""description"":""For `RECAST` rules only. The reassigned severity of the targeted vulnerabilities."",""enum"":[""NONE"",""LOW"",""MEDIUM"",""HIGH"",""CRITICAL""]},""original_severity"":{""description"":""The original severity assigned to the finding detected by the plugin."",""enum"":[""NONE"",""LOW"",""MEDIUM"",""HIGH"",""CRITICAL"",""MIXED""]},""compliance_result"":{""description"":""For `CHANGE_RESULT` rules only. The reassigned result of the targeted host audits."",""enum"":[""PASSED"",""FAILED"",""WARNING""]}}},""rule_name"":{""type"":""string"",""description"":""The name assigned to the rule.""},""rule_id"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the rule.""},""container_id"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the container.""},""created_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who created the rule.""},""updated_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who last updated the rule.""},""created_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was created.""},""updated_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was last updated.""},""last_processed_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was last processed.""},""description"":{""type"":""string"",""description"":""The description of the rule.""},""resource_type"":{""type"":""string"",""description"":""The type of findings the rule targets."",""enum"":[""HOST"",""HOST_AUDIT"",""WEBAPP""]},""filter"":{""description"":""Filter rules based on the targeted vulnerabilities. Use the `and` array to combine multiple conditions that all must be true. Use the `or` array to combine multiple conditions where at least one must be true."",""oneOf"":[{""title"":""AND (OPTION 1)"",""type"":""object"",""description"":""Filter rules based on the targeted vulnerabilities. Use the `and` array to combine multiple conditions that all must be true."",""properties"":{""and"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""property"":{""type"":""string"",""description"":""The property of the vulnerability finding to filter by. For a list of supported properties, see the [List recast rule filters](ref:recast-rules-filters-list) endpoint.""},""operator"":{""type"":""string"",""description"":""The operator used to compare the property with the specified value.""},""value"":{""description"":""The value to compare the given property to using the specified operator. Example value for an plugin ID: `10114`"",""oneOf"":[{""title"":""Single String Value"",""description"":""A single value to compare with the selected property using the chosen operator."",""type"":""string""},{""title"":""Multiple String Values"",""description"":""Multiple values to compare with the selected property using the chosen operator."",""type"":""array"",""items"":{""type"":""string""}}],""example"":[{""property"":""definition.id"",""operator"":""eq"",""value"":""10114""}]}}}}}},{""title"":""OR (OPTION 2)"",""type"":""object"",""description"":""Filter rules based on the targeted vulnerabilities. Use the `or` array to combine multiple conditions where at least one must be true."",""properties"":{""or"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""property"":{""type"":""string"",""description"":""The property of the vulnerability finding to filter by. For a list of supported properties, see the [List recast rule filters](ref:recast-rules-filters-list) endpoint.""},""operator"":{""type"":""string"",""description"":""The operator used to compare the property with the specified value.""},""value"":{""description"":""The value to compare the given property to using the specified operator. Example value for an plugin ID: `10114`"",""oneOf"":[{""title"":""Single String Value"",""description"":""A single value to compare with the selected property using the chosen operator."",""type"":""string""},{""title"":""Multiple String Values"",""description"":""Multiple values to compare with the selected property using the chosen operator."",""type"":""array"",""items"":{""type"":""string""}}],""example"":[{""property"":""definition.id"",""operator"":""eq"",""value"":""10114""}]}}}}}}]},""expires_at"":{""type"":""string"",""format"":""date-time"",""description"":""Optional date and time indicating when the rule will expire. It has to be an ISO timestamp. If no expiry date is specified, the rule is set to never expire.""},""disabled_details"":{""type"":""object"",""description"":""Details about a rule when it is disabled."",""properties"":{""disabled"":{""type"":""boolean"",""description"":""Indicates whether or not the rule is disabled.""},""disabled_at"":{""type"":""string"",""format"":""date-time"",""description"":""A timestamp in ISO 8601 format indicating the date and time the rule was disabled.""},""disabled_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who disabled the rule.""},""disabled_reason"":{""type"":""string"",""description"":""An explanation for why the rule was disabled.""}}}}}"
"/v1/recast/rules/search","post","recast-rules-search","object","{""type"":""object"",""properties"":{""rules"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""rule_value"":{""type"":""object"",""description"":""Details of the rule action and its settings."",""properties"":{""action"":{""description"":""The rule action: `Recast` or `Accept` (for Vulnerabilities and Web Applications) or `Change Result` and `Accept Result` (for Host Audits)."",""enum"":[""RECAST"",""ACCEPT"",""CHANGE_RESULT"",""ACCEPT_RESULT""]},""comment"":{""type"":""string"",""description"":""Optional notes or rationale for the rule.""},""false_positive"":{""type"":""boolean"",""description"":""Indicates whether the plugin was flagged as producing inaccurate findings for review.""},""severity"":{""description"":""For `RECAST` rules only. The reassigned severity of the targeted vulnerabilities."",""enum"":[""NONE"",""LOW"",""MEDIUM"",""HIGH"",""CRITICAL""]},""original_severity"":{""description"":""The original severity assigned to the finding detected by the plugin."",""enum"":[""NONE"",""LOW"",""MEDIUM"",""HIGH"",""CRITICAL"",""MIXED""]},""compliance_result"":{""description"":""For `CHANGE_RESULT` rules only. The reassigned result of the targeted host audits."",""enum"":[""PASSED"",""FAILED"",""WARNING""]}}},""rule_name"":{""type"":""string"",""description"":""The name assigned to the rule.""},""rule_id"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the rule.""},""container_id"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the container.""},""created_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who created the rule.""},""updated_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who last updated the rule.""},""created_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was created.""},""updated_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was last updated.""},""last_processed_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was last processed.""},""description"":{""type"":""string"",""description"":""The description of the rule.""},""resource_type"":{""type"":""string"",""description"":""The type of findings the rule targets."",""enum"":[""HOST"",""HOST_AUDIT"",""WEBAPP""]},""filter"":{""description"":""Filter rules based on the targeted vulnerabilities. Use the `and` array to combine multiple conditions that all must be true. Use the `or` array to combine multiple conditions where at least one must be true."",""oneOf"":[{""title"":""AND (OPTION 1)"",""type"":""object"",""description"":""Filter rules based on the targeted vulnerabilities. Use the `and` array to combine multiple conditions that all must be true."",""properties"":{""and"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""property"":{""type"":""string"",""description"":""The property of the vulnerability finding to filter by. For a list of supported properties, see the [List recast rule filters](ref:recast-rules-filters-list) endpoint.""},""operator"":{""type"":""string"",""description"":""The operator used to compare the property with the specified value.""},""value"":{""description"":""The value to compare the given property to using the specified operator. Example value for an plugin ID: `10114`"",""oneOf"":[{""title"":""Single String Value"",""description"":""A single value to compare with the selected property using the chosen operator."",""type"":""string""},{""title"":""Multiple String Values"",""description"":""Multiple values to compare with the selected property using the chosen operator."",""type"":""array"",""items"":{""type"":""string""}}],""example"":[{""property"":""definition.id"",""operator"":""eq"",""value"":""10114""}]}}}}}},{""title"":""OR (OPTION 2)"",""type"":""object"",""description"":""Filter rules based on the targeted vulnerabilities. Use the `or` array to combine multiple conditions where at least one must be true."",""properties"":{""or"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""property"":{""type"":""string"",""description"":""The property of the vulnerability finding to filter by. For a list of supported properties, see the [List recast rule filters](ref:recast-rules-filters-list) endpoint.""},""operator"":{""type"":""string"",""description"":""The operator used to compare the property with the specified value.""},""value"":{""description"":""The value to compare the given property to using the specified operator. Example value for an plugin ID: `10114`"",""oneOf"":[{""title"":""Single String Value"",""description"":""A single value to compare with the selected property using the chosen operator."",""type"":""string""},{""title"":""Multiple String Values"",""description"":""Multiple values to compare with the selected property using the chosen operator."",""type"":""array"",""items"":{""type"":""string""}}],""example"":[{""property"":""definition.id"",""operator"":""eq"",""value"":""10114""}]}}}}}}]},""expires_at"":{""type"":""string"",""format"":""date-time"",""description"":""Optional date and time indicating when the rule will expire. It has to be an ISO timestamp. If no expiry date is specified, the rule is set to never expire.""},""disabled_details"":{""type"":""object"",""description"":""Details about a rule when it is disabled."",""properties"":{""disabled"":{""type"":""boolean"",""description"":""Indicates whether or not the rule is disabled.""},""disabled_at"":{""type"":""string"",""format"":""date-time"",""description"":""A timestamp in ISO 8601 format indicating the date and time the rule was disabled.""},""disabled_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who disabled the rule.""},""disabled_reason"":{""type"":""string"",""description"":""An explanation for why the rule was disabled.""}}}}}},""pagination"":{""type"":""object"",""properties"":{""total"":{""type"":""integer"",""format"":""int32"",""description"":""The total number of recast rule records matching your search criteria.""},""limit"":{""type"":""integer"",""minimum"":1,""maximum"":500,""default"":100,""description"":""The limit enforced on the number of records when retrieved.""},""next"":{""type"":""string"",""description"":""An encrypted token used for fetching the next iteration of data records.""}}}}}"
"/v1/recast/rules/{rule_id}","get","recast-rules-details","object","{""type"":""object"",""properties"":{""rule_value"":{""type"":""object"",""description"":""Details of the rule action and its settings."",""properties"":{""action"":{""description"":""The rule action: `Recast` or `Accept` (for Vulnerabilities and Web Applications) or `Change Result` and `Accept Result` (for Host Audits)."",""enum"":[""RECAST"",""ACCEPT"",""CHANGE_RESULT"",""ACCEPT_RESULT""]},""comment"":{""type"":""string"",""description"":""Optional notes or rationale for the rule.""},""false_positive"":{""type"":""boolean"",""description"":""Indicates whether the plugin was flagged as producing inaccurate findings for review.""},""severity"":{""description"":""For `RECAST` rules only. The reassigned severity of the targeted vulnerabilities."",""enum"":[""NONE"",""LOW"",""MEDIUM"",""HIGH"",""CRITICAL""]},""original_severity"":{""description"":""The original severity assigned to the finding detected by the plugin."",""enum"":[""NONE"",""LOW"",""MEDIUM"",""HIGH"",""CRITICAL"",""MIXED""]},""compliance_result"":{""description"":""For `CHANGE_RESULT` rules only. The reassigned result of the targeted host audits."",""enum"":[""PASSED"",""FAILED"",""WARNING""]}}},""rule_name"":{""type"":""string"",""description"":""The name assigned to the rule.""},""rule_id"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the rule.""},""container_id"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the container.""},""created_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who created the rule.""},""updated_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who last updated the rule.""},""created_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was created.""},""updated_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was last updated.""},""last_processed_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was last processed.""},""description"":{""type"":""string"",""description"":""The description of the rule.""},""resource_type"":{""type"":""string"",""description"":""The type of findings the rule targets."",""enum"":[""HOST"",""HOST_AUDIT"",""WEBAPP""]},""filter"":{""description"":""Filter rules based on the targeted vulnerabilities. Use the `and` array to combine multiple conditions that all must be true. Use the `or` array to combine multiple conditions where at least one must be true."",""oneOf"":[{""title"":""AND (OPTION 1)"",""type"":""object"",""description"":""Filter rules based on the targeted vulnerabilities. Use the `and` array to combine multiple conditions that all must be true."",""properties"":{""and"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""property"":{""type"":""string"",""description"":""The property of the vulnerability finding to filter by. For a list of supported properties, see the [List recast rule filters](ref:recast-rules-filters-list) endpoint.""},""operator"":{""type"":""string"",""description"":""The operator used to compare the property with the specified value.""},""value"":{""description"":""The value to compare the given property to using the specified operator. Example value for an plugin ID: `10114`"",""oneOf"":[{""title"":""Single String Value"",""description"":""A single value to compare with the selected property using the chosen operator."",""type"":""string""},{""title"":""Multiple String Values"",""description"":""Multiple values to compare with the selected property using the chosen operator."",""type"":""array"",""items"":{""type"":""string""}}],""example"":[{""property"":""definition.id"",""operator"":""eq"",""value"":""10114""}]}}}}}},{""title"":""OR (OPTION 2)"",""type"":""object"",""description"":""Filter rules based on the targeted vulnerabilities. Use the `or` array to combine multiple conditions where at least one must be true."",""properties"":{""or"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""property"":{""type"":""string"",""description"":""The property of the vulnerability finding to filter by. For a list of supported properties, see the [List recast rule filters](ref:recast-rules-filters-list) endpoint.""},""operator"":{""type"":""string"",""description"":""The operator used to compare the property with the specified value.""},""value"":{""description"":""The value to compare the given property to using the specified operator. Example value for an plugin ID: `10114`"",""oneOf"":[{""title"":""Single String Value"",""description"":""A single value to compare with the selected property using the chosen operator."",""type"":""string""},{""title"":""Multiple String Values"",""description"":""Multiple values to compare with the selected property using the chosen operator."",""type"":""array"",""items"":{""type"":""string""}}],""example"":[{""property"":""definition.id"",""operator"":""eq"",""value"":""10114""}]}}}}}}]},""expires_at"":{""type"":""string"",""format"":""date-time"",""description"":""Optional date and time indicating when the rule will expire. It has to be an ISO timestamp. If no expiry date is specified, the rule is set to never expire.""},""disabled_details"":{""type"":""object"",""description"":""Details about a rule when it is disabled."",""properties"":{""disabled"":{""type"":""boolean"",""description"":""Indicates whether or not the rule is disabled.""},""disabled_at"":{""type"":""string"",""format"":""date-time"",""description"":""A timestamp in ISO 8601 format indicating the date and time the rule was disabled.""},""disabled_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who disabled the rule.""},""disabled_reason"":{""type"":""string"",""description"":""An explanation for why the rule was disabled.""}}}}}"
"/v1/recast/rules/{rule_id}","put","recast-rules-update","object","{""type"":""object"",""properties"":{""rule_value"":{""type"":""object"",""description"":""Details of the rule action and its settings."",""properties"":{""action"":{""description"":""The rule action: `Recast` or `Accept` (for Vulnerabilities and Web Applications) or `Change Result` and `Accept Result` (for Host Audits)."",""enum"":[""RECAST"",""ACCEPT"",""CHANGE_RESULT"",""ACCEPT_RESULT""]},""comment"":{""type"":""string"",""description"":""Optional notes or rationale for the rule.""},""false_positive"":{""type"":""boolean"",""description"":""Indicates whether the plugin was flagged as producing inaccurate findings for review.""},""severity"":{""description"":""For `RECAST` rules only. The reassigned severity of the targeted vulnerabilities."",""enum"":[""NONE"",""LOW"",""MEDIUM"",""HIGH"",""CRITICAL""]},""original_severity"":{""description"":""The original severity assigned to the finding detected by the plugin."",""enum"":[""NONE"",""LOW"",""MEDIUM"",""HIGH"",""CRITICAL"",""MIXED""]},""compliance_result"":{""description"":""For `CHANGE_RESULT` rules only. The reassigned result of the targeted host audits."",""enum"":[""PASSED"",""FAILED"",""WARNING""]}}},""rule_name"":{""type"":""string"",""description"":""The name assigned to the rule.""},""rule_id"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the rule.""},""container_id"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the container.""},""created_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who created the rule.""},""updated_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who last updated the rule.""},""created_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was created.""},""updated_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was last updated.""},""last_processed_at"":{""type"":""string"",""format"":""date-time"",""description"":""An ISO timestamp indicating the date and time when the rule was last processed.""},""description"":{""type"":""string"",""description"":""The description of the rule.""},""resource_type"":{""type"":""string"",""description"":""The type of findings the rule targets."",""enum"":[""HOST"",""HOST_AUDIT"",""WEBAPP""]},""filter"":{""description"":""Filter rules based on the targeted vulnerabilities. Use the `and` array to combine multiple conditions that all must be true. Use the `or` array to combine multiple conditions where at least one must be true."",""oneOf"":[{""title"":""AND (OPTION 1)"",""type"":""object"",""description"":""Filter rules based on the targeted vulnerabilities. Use the `and` array to combine multiple conditions that all must be true."",""properties"":{""and"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""property"":{""type"":""string"",""description"":""The property of the vulnerability finding to filter by. For a list of supported properties, see the [List recast rule filters](ref:recast-rules-filters-list) endpoint.""},""operator"":{""type"":""string"",""description"":""The operator used to compare the property with the specified value.""},""value"":{""description"":""The value to compare the given property to using the specified operator. Example value for an plugin ID: `10114`"",""oneOf"":[{""title"":""Single String Value"",""description"":""A single value to compare with the selected property using the chosen operator."",""type"":""string""},{""title"":""Multiple String Values"",""description"":""Multiple values to compare with the selected property using the chosen operator."",""type"":""array"",""items"":{""type"":""string""}}],""example"":[{""property"":""definition.id"",""operator"":""eq"",""value"":""10114""}]}}}}}},{""title"":""OR (OPTION 2)"",""type"":""object"",""description"":""Filter rules based on the targeted vulnerabilities. Use the `or` array to combine multiple conditions where at least one must be true."",""properties"":{""or"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""property"":{""type"":""string"",""description"":""The property of the vulnerability finding to filter by. For a list of supported properties, see the [List recast rule filters](ref:recast-rules-filters-list) endpoint.""},""operator"":{""type"":""string"",""description"":""The operator used to compare the property with the specified value.""},""value"":{""description"":""The value to compare the given property to using the specified operator. Example value for an plugin ID: `10114`"",""oneOf"":[{""title"":""Single String Value"",""description"":""A single value to compare with the selected property using the chosen operator."",""type"":""string""},{""title"":""Multiple String Values"",""description"":""Multiple values to compare with the selected property using the chosen operator."",""type"":""array"",""items"":{""type"":""string""}}],""example"":[{""property"":""definition.id"",""operator"":""eq"",""value"":""10114""}]}}}}}}]},""expires_at"":{""type"":""string"",""format"":""date-time"",""description"":""Optional date and time indicating when the rule will expire. It has to be an ISO timestamp. If no expiry date is specified, the rule is set to never expire.""},""disabled_details"":{""type"":""object"",""description"":""Details about a rule when it is disabled."",""properties"":{""disabled"":{""type"":""boolean"",""description"":""Indicates whether or not the rule is disabled.""},""disabled_at"":{""type"":""string"",""format"":""date-time"",""description"":""A timestamp in ISO 8601 format indicating the date and time the rule was disabled.""},""disabled_by"":{""type"":""string"",""format"":""uuid"",""description"":""The unique identifier (UUID) of the user who disabled the rule.""},""disabled_reason"":{""type"":""string"",""description"":""An explanation for why the rule was disabled.""}}}}}"
"/v1/recast/rules/{rule_id}","delete","recast-rules-delete","unknown","{}"
