Path,Method,OperationId,ResponseType,ResponseFields
"/credentials","post","credentials-create","object","{""type"":""object"",""properties"":{""uuid"":{""type"":""string"",""description"":""The UUID of the new managed credential object.""}}}"
"/credentials","get","credentials-list","object","{""type"":""object"",""properties"":{""credentials"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""uuid"":{""type"":""string"",""description"":""The UUID of the managed credential object.""},""name"":{""type"":""string"",""description"":""The name of the managed credential object. You specify the name when you create or update the managed credential.""},""description"":{""type"":""string"",""description"":""The definition of the managed credential object. You can specify the description when you create or update the managed credential.""},""category"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""The system name that uniquely identifies the credential category.""},""name"":{""type"":""string"",""description"":""The display name for the credential category in the user interface.""}}},""type"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""The system name that uniquely identifies the credential type.""},""name"":{""type"":""string"",""description"":""The display name for the credential type in the user interface.""}}},""created_date"":{""type"":""string"",""description"":""The date (in Unix time) when the managed credential object was created.""},""created_by"":{""type"":""object"",""properties"":{""id"":{""type"":""integer"",""description"":""The ID of the user who created the credential.""},""display_name"":{""type"":""string"",""description"":""The name of the user who created the credential.""}}},""last_used_by"":{""type"":""object"",""properties"":{""id"":{""type"":""integer"",""description"":""The ID of the user who last used the credential in a scan.""},""display_name"":{""type"":""string"",""description"":""The name of the user who last used the credential in a scan.""}}},""permissions"":{""type"":""integer"",""description"":""A value specifying the permissions granted to the user or user group for the credential. For possible values, see \""Credential Roles\"" in [Permissions](doc:permissions).""},""user_permissions"":{""type"":""integer"",""description"":""The permissions for the managed credential that are assigned to the user account submitting the API request. For possible values, see \""Credential Roles\"" in [Permissions](doc:permissions).""}}}},""pagination"":{""description"":""An object containing pagination information for the current result set."",""type"":""object"",""properties"":{""total"":{""type"":""integer"",""description"":""The total number of records matching your search criteria."",""format"":""int32""},""limit"":{""type"":""integer"",""description"":""The number of records requested (or the default value if omitted from the request)."",""format"":""int32""},""offset"":{""type"":""integer"",""description"":""The starting record you requested (or zero if omitted)."",""format"":""int32""},""sort"":{""description"":""An array of objects specifying how the current result set is sorted."",""type"":""array"",""items"":{""description"":""An object specifying how the current result set is sorted, including the property by which the results were sorted and the sort direction."",""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""The property used to sort the results.""},""order"":{""type"":""string"",""description"":""The sort direction for the results. `asc` for ascending or `desc` for descending.""}}}}}}}}"
"/credentials/{uuid}","get","credentials-details","object","{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""The name of the managed credential object. You specify the name when you create or update the managed credential.""},""description"":{""type"":""string"",""description"":""The definition of the managed credential object. You specify the description when you create or update the managed credential.""},""category"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""The system name that uniquely identifies the credential category.""},""name"":{""type"":""string"",""description"":""The display name for the credential category in the user interface.""}}},""type"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""The system name that uniquely identifies the credential type.""},""name"":{""type"":""string"",""description"":""The display name for the credential type in the user interface.""}}},""ad_hoc"":{""type"":""boolean"",""description"":""A value specifying how a user creates a managed credential in the user interface. If `true`, the user created the credential during the scan configuration. If `false`, the user created the credential independently from scan configuration.""},""user_permissions"":{""type"":""integer"",""description"":""The permissions for the managed credential that are assigned to the user account submitting the API request. For possible values, see \""Credential Roles\"" in [Permissions](doc:permissions).""},""settings"":{""description"":""The configuration settings for the credential. The parameters of this object vary depending on the credential type. For more information, see [Determine Settings for a Credential Type](doc:determine-settings-for-credential-type)."",""type"":""object"",""properties"":{}},""permissions"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""grantee_uuid"":{""type"":""string"",""description"":""The UUID of the user or user group granted permissions for the managed credential.   \n\nThis parameter is required when assigning CAN USE (32) or CAN EDIT (64) permissions for a managed credential.""},""type"":{""type"":""string"",""description"":""A value specifying whether the grantee is a user (`user`) or a user group (`group`).  \n\nThis parameter is required when assigning CAN USE (32) or CAN EDIT (64) permissions for a managed credential."",""enum"":[""user"",""group""]},""permissions"":{""type"":""integer"",""description"":""A value specifying the permissions granted to the user or user group for the credential. Possible values are:\n - 32—The user can view credential information and use the credential in scans. Corresponds to the **Can Use** permission in the user interface.\n - 64—The user can view and edit credential settings, delete the credential, and use the credential in scans. Corresponds to the **Can Edit** permission in the user interface.  \n\nThis parameter is required when assigning CAN USE (32) or CAN EDIT (64) permissions for a managed credential.""},""name"":{""type"":""string"",""description"":""The name of the user or user group that you want to grant permissions for the managed credential.  \n\nThis parameter is optional when assigning CAN USE (32) or CAN EDIT (64) permissions for a managed credential.""}}}}}}"
"/credentials/{uuid}","put","credentials-update","object","{""type"":""object"",""properties"":{""updated"":{""type"":""boolean""}}}"
"/credentials/{uuid}","delete","credentials-delete","object","{""type"":""object"",""properties"":{""deleted"":{""type"":""boolean""}}}"
"/credentials/types","get","credentials-list-credential-types","object","{""type"":""object"",""properties"":{""credentials"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""The system name that uniquely identifies the category in Tenable Vulnerability Management.""},""category"":{""type"":""string"",""description"":""The display name for the category in the user interface.""},""default_expand"":{""type"":""boolean"",""description"":""A value specifying whether the list of credential types in the category appears as expanded by default in the user interface.""},""types"":{""description"":""Supported configuration settings for an individual credential type."",""type"":""array"",""items"":{""type"":""object"",""properties"":{""id"":{""type"":""string"",""description"":""The system name that uniquely identifies the credential type.""},""name"":{""type"":""string"",""description"":""The display name for the credential type in the user interface.""},""max"":{""type"":""integer"",""description"":""The maximum number of instances of this credential type that Tenable Vulnerability Management supports for an individual scan or policy.""},""configuration"":{""description"":""The configuration settings for a credential type. For a definition of object attributes, see [Determine Settings for a Credential Type](docs/determine-settings-for-credential-type)."",""type"":""array"",""items"":{""type"":""object"",""description"":""The configuration settings for the credential. The parameters of this object vary depending on the credential type. For a list of possible configuration parameters, use the GET /credentials/types endpoint."",""properties"":{""type"":{""type"":""string"",""description"":""The parameter input type. This attribute reflects how the user interface prompts for parameter input. Possible values include: \n - password—Prompts for input via text box.\n - text—Prompts for input via text box.\n - select—Prompts for input via selectable options.\n - file—Prompts user to upload file of input data.\n - toggle—Prompts user to toggle an option on or off.\n - checkbox—Prompts user to select options via checkboxes. Checkboxes can represent enabling a single option or can allow users to select from multiple, mutually-exclusive options.""},""name"":{""type"":""string"",""description"":""The display name for the credential configuration in the user interface.""},""required"":{""type"":""boolean"",""description"":""A value specifying whether the configuration parameter is required (`true`) or optional (`false`). If this attribute is absent, the parameter is optional.""},""id"":{""type"":""string"",""description"":""The system name for the credential parameter. Use this value as the parameter name in request messages configuring credentials.""},""placeholder"":{""type"":""string"",""description"":""An example of the parameter value. This value appears as example text in the user interface.  \n\nThis attribute is only present for credential parameters that require text input in the user interface.""},""options"":{""description"":""The supported options for the credential parameter."",""type"":""array"",""items"":{""type"":""object"",""properties"":{""name"":{""type"":""string"",""description"":""The display name of the option in the user interface.""},""id"":{""type"":""string"",""description"":""The system name for the option.""},""inputs"":{""type"":""array"",""description"":""The additional inputs that are required if the user selects this option in the user interface. If the inputs parameter is empty (`\\[\\]`), selecting the option does not require additional user input."",""items"":{""type"":""object"",""properties"":{""type"":{""type"":""string"",""description"":""The type of input prompt in the user interface. Possible values include:\n - password—Prompts for input via text box.\n - text—Prompts for input via text box.\n - select—Prompts for input via selectable options.\n - file—Prompts user to upload file of input data.\n - toggle—Prompts user to select one of two mutually-exclusive options in toggle format.\n - checkbox—Prompts user to select options via checkboxes. Checkboxes can represent enabling a single option or can allow users to select from multiple, mutually-exclusive options.\n - key-value— Prompts for text entry of a key-value pair via two text boxes.""},""name"":{""type"":""string"",""description"":""The display name of the option in the user interface.""},""required"":{""type"":""boolean"",""description"":""A value specifying whether the input is required (`true`) or optional (`false`).""},""placeholder"":{""type"":""string"",""description"":""An example of the input value. This value appears as example text in the user interface.  \n\nThis attribute is only present for credential parameters that require text input in the interface.   \n\nIn cases where the input type is `key-value`, this attribute can be an array of strings.""},""regex"":{""type"":""string"",""description"":""A regular expression defining the valid input for the parameter in the user interface.""},""hint"":{""type"":""string"",""description"":""Helpful information about the input required, for example, \""PEM formatted certificate\"". Hints appear in the user interface, but can contain information that is relevant to API requests.""},""callback"":{""type"":""string"",""description"":""Not supported as a parameter in managed credentials.""},""default-row-count"":{""type"":""integer"",""description"":""The number of text box rows that appear by default when the input type is `key-value`.""},""hide-values"":{""type"":""boolean"",""description"":""A value specifying whether the user interface hides the value by default when the input type is `key-value`. If `true`, dots appear instead of characters as you type the value in the user interface.""},""id"":{""type"":""string"",""description"":""The system name for the input. Use this value as the input name in request messages when configuring credentials.""}}}}}}},""default"":{""type"":""string"",""description"":""The option that appears as selected by default in the user interface.""},""alt_ids"":{""type"":""string"",""description"":""Not supported as a parameter in managed credentials.""},""preferences"":{""description"":""Not supported as a parameter in managed credentials."",""type"":""array"",""items"":{""type"":""string""}}}}},""expand_settings"":{""type"":""boolean"",""description"":""A value specifying whether the configuration settings appear expanded by default in the user interface.""}}}}}}}}}"
"/credentials/files","post","credentials-file-upload","object","{""type"":""object"",""properties"":{""fileuploaded"":{""type"":""string"",""description"":""The name of the uploaded file. If the file with the same name already exists, Tenable Vulnerability Management appends an underscore with a number, for example ssh_private_key_1.txt. Use this attribute value when referencing the file for subsequent requests.""}}}"
"/exclusions","post","exclusions-create","object","{""type"":""object"",""properties"":{""uuid"":{""type"":""string"",""description"":""The UUID of the exclusion."",""example"":""3584b24b-7f26-4684-b644-a2a92103d6c2""},""members"":{""type"":""string"",""description"":""The targets that you want excluded from scans. Specify multiple targets as a comma-separated string. Targets can be in the following formats:\n - An individual IPv4 address (`192.0.2.1`)\n - A range of IPv4 addresses (`192.0.2.1-192.0.2.255`)\n - CIDR notation (`192.0.2.0/24`)\n - A fully-qualified domain name (FQDN) (`host.domain.com`)"",""example"":""host.domain.com, 192.0.2.1, 192.0.2.1-192.0.2.255""},""name"":{""type"":""string"",""description"":""The name of the exclusion."",""example"":""My-Exclusion""},""description"":{""type"":""string"",""description"":""The description of the exclusion."",""example"":""My description.""},""id"":{""type"":""integer"",""description"":""The unique ID of the exclusion."",""example"":1},""schedule"":{""type"":""object"",""description"":""The schedule parameters for the exclusion."",""properties"":{""enabled"":{""type"":""boolean"",""description"":""If `true`, the exclusion schedule is active."",""example"":true},""starttime"":{""type"":""string"",""description"":""The start time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-01 00:00:00""},""endtime"":{""type"":""string"",""description"":""The end time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-02 00:00:00""},""rrules"":{""type"":""object"",""description"":""The recurrence rules for the exclusion."",""properties"":{""freq"":{""type"":""string"",""description"":""The frequency of the rule (`ONETIME`, `DAILY`, `WEEKLY`, `MONTHLY`, `YEARLY`)."",""enum"":[""ONETIME"",""DAILY"",""WEEKLY"",""MONTHLY"",""YEARLY""],""example"":""WEEKLY""},""interval"":{""type"":""integer"",""description"":""The interval of the rule. For example, every 4 days, every 2 months, every 3 years, etc."",""example"":1},""byweekday"":{""type"":""string"",""description"":""A comma-separated string of days to repeat a WEEKLY freq rule on (SU,MO,TU,WE,TH,FR, or SA)."",""example"":""TU,SU,MO,WE,TH""},""bymonthday"":{""type"":""integer"",""description"":""The day of the month to repeat a MONTHLY freq rule on."",""example"":1}}},""timezone"":{""type"":""string"",""description"":""The timezone for the exclusion. You can retrieve a list of timezones from the [Get timezones](ref:scans-timezones) endpoint."",""example"":""America/New_York""}}},""creation_date"":{""type"":""integer"",""description"":""The creation date of the exclusion in Unix time."",""example"":1561643735},""last_modification_date"":{""type"":""integer"",""description"":""The last modification date for the exclusion in Unix time."",""example"":1561643785},""network_id"":{""type"":""string"",""description"":""The ID of the network object associated with scanners where Tenable Vulnerability Management applies the exclusion. The default network ID is `00000000-0000-0000-0000-000000000000`. To determine the ID of a custom network, use the [GET /networks](ref:networks-list) endpoint. For more information about network objects, see [Manage Networks](doc:manage-networks-tio)."",""example"":""00000000-0000-0000-0000-000000000000""}}}"
"/exclusions","get","exclusions-list","object","{""type"":""object"",""description"":""A list of exclusions."",""properties"":{""exclusions"":{""type"":""array"",""items"":{""type"":""object"",""properties"":{""uuid"":{""type"":""string"",""description"":""The UUID of the exclusion."",""example"":""3584b24b-7f26-4684-b644-a2a92103d6c2""},""members"":{""type"":""string"",""description"":""The targets that you want excluded from scans. Specify multiple targets as a comma-separated string. Targets can be in the following formats:\n - An individual IPv4 address (`192.0.2.1`)\n - A range of IPv4 addresses (`192.0.2.1-192.0.2.255`)\n - CIDR notation (`192.0.2.0/24`)\n - A fully-qualified domain name (FQDN) (`host.domain.com`)"",""example"":""host.domain.com, 192.0.2.1, 192.0.2.1-192.0.2.255""},""name"":{""type"":""string"",""description"":""The name of the exclusion."",""example"":""My-Exclusion""},""description"":{""type"":""string"",""description"":""The description of the exclusion."",""example"":""My description.""},""id"":{""type"":""integer"",""description"":""The unique ID of the exclusion."",""example"":1},""schedule"":{""type"":""object"",""description"":""The schedule parameters for the exclusion."",""properties"":{""enabled"":{""type"":""boolean"",""description"":""If `true`, the exclusion schedule is active."",""example"":true},""starttime"":{""type"":""string"",""description"":""The start time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-01 00:00:00""},""endtime"":{""type"":""string"",""description"":""The end time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-02 00:00:00""},""rrules"":{""type"":""object"",""description"":""The recurrence rules for the exclusion."",""properties"":{""freq"":{""type"":""string"",""description"":""The frequency of the rule (`ONETIME`, `DAILY`, `WEEKLY`, `MONTHLY`, `YEARLY`)."",""enum"":[""ONETIME"",""DAILY"",""WEEKLY"",""MONTHLY"",""YEARLY""],""example"":""WEEKLY""},""interval"":{""type"":""integer"",""description"":""The interval of the rule. For example, every 4 days, every 2 months, every 3 years, etc."",""example"":1},""byweekday"":{""type"":""string"",""description"":""A comma-separated string of days to repeat a WEEKLY freq rule on (SU,MO,TU,WE,TH,FR, or SA)."",""example"":""TU,SU,MO,WE,TH""},""bymonthday"":{""type"":""integer"",""description"":""The day of the month to repeat a MONTHLY freq rule on."",""example"":1}}},""timezone"":{""type"":""string"",""description"":""The timezone for the exclusion. You can retrieve a list of timezones from the [Get timezones](ref:scans-timezones) endpoint."",""example"":""America/New_York""}}},""creation_date"":{""type"":""integer"",""description"":""The creation date of the exclusion in Unix time."",""example"":1561643735},""last_modification_date"":{""type"":""integer"",""description"":""The last modification date for the exclusion in Unix time."",""example"":1561643785},""network_id"":{""type"":""string"",""description"":""The ID of the network object associated with scanners where Tenable Vulnerability Management applies the exclusion. The default network ID is `00000000-0000-0000-0000-000000000000`. To determine the ID of a custom network, use the [GET /networks](ref:networks-list) endpoint. For more information about network objects, see [Manage Networks](doc:manage-networks-tio)."",""example"":""00000000-0000-0000-0000-000000000000""}}}}}}"
"/exclusions/import","post","exclusions-import","array","{""type"":""array"",""items"":{""type"":""object"",""properties"":{""uuid"":{""type"":""string"",""description"":""The UUID of the exclusion."",""example"":""3584b24b-7f26-4684-b644-a2a92103d6c2""},""members"":{""type"":""string"",""description"":""The targets that you want excluded from scans. Specify multiple targets as a comma-separated string. Targets can be in the following formats:\n - An individual IPv4 address (`192.0.2.1`)\n - A range of IPv4 addresses (`192.0.2.1-192.0.2.255`)\n - CIDR notation (`192.0.2.0/24`)\n - A fully-qualified domain name (FQDN) (`host.domain.com`)"",""example"":""host.domain.com, 192.0.2.1, 192.0.2.1-192.0.2.255""},""name"":{""type"":""string"",""description"":""The name of the exclusion."",""example"":""My-Exclusion""},""description"":{""type"":""string"",""description"":""The description of the exclusion."",""example"":""My description.""},""id"":{""type"":""integer"",""description"":""The unique ID of the exclusion."",""example"":1},""schedule"":{""type"":""object"",""description"":""The schedule parameters for the exclusion."",""properties"":{""enabled"":{""type"":""boolean"",""description"":""If `true`, the exclusion schedule is active."",""example"":true},""starttime"":{""type"":""string"",""description"":""The start time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-01 00:00:00""},""endtime"":{""type"":""string"",""description"":""The end time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-02 00:00:00""},""rrules"":{""type"":""object"",""description"":""The recurrence rules for the exclusion."",""properties"":{""freq"":{""type"":""string"",""description"":""The frequency of the rule (`ONETIME`, `DAILY`, `WEEKLY`, `MONTHLY`, `YEARLY`)."",""enum"":[""ONETIME"",""DAILY"",""WEEKLY"",""MONTHLY"",""YEARLY""],""example"":""WEEKLY""},""interval"":{""type"":""integer"",""description"":""The interval of the rule. For example, every 4 days, every 2 months, every 3 years, etc."",""example"":1},""byweekday"":{""type"":""string"",""description"":""A comma-separated string of days to repeat a WEEKLY freq rule on (SU,MO,TU,WE,TH,FR, or SA)."",""example"":""TU,SU,MO,WE,TH""},""bymonthday"":{""type"":""integer"",""description"":""The day of the month to repeat a MONTHLY freq rule on."",""example"":1}}},""timezone"":{""type"":""string"",""description"":""The timezone for the exclusion. You can retrieve a list of timezones from the [Get timezones](ref:scans-timezones) endpoint."",""example"":""America/New_York""}}},""creation_date"":{""type"":""integer"",""description"":""The creation date of the exclusion in Unix time."",""example"":1561643735},""last_modification_date"":{""type"":""integer"",""description"":""The last modification date for the exclusion in Unix time."",""example"":1561643785},""network_id"":{""type"":""string"",""description"":""The ID of the network object associated with scanners where Tenable Vulnerability Management applies the exclusion. The default network ID is `00000000-0000-0000-0000-000000000000`. To determine the ID of a custom network, use the [GET /networks](ref:networks-list) endpoint. For more information about network objects, see [Manage Networks](doc:manage-networks-tio)."",""example"":""00000000-0000-0000-0000-000000000000""}}}}"
"/exclusions/{exclusion_id}","get","exclusions-details","object","{""type"":""object"",""properties"":{""uuid"":{""type"":""string"",""description"":""The UUID of the exclusion."",""example"":""3584b24b-7f26-4684-b644-a2a92103d6c2""},""members"":{""type"":""string"",""description"":""The targets that you want excluded from scans. Specify multiple targets as a comma-separated string. Targets can be in the following formats:\n - An individual IPv4 address (`192.0.2.1`)\n - A range of IPv4 addresses (`192.0.2.1-192.0.2.255`)\n - CIDR notation (`192.0.2.0/24`)\n - A fully-qualified domain name (FQDN) (`host.domain.com`)"",""example"":""host.domain.com, 192.0.2.1, 192.0.2.1-192.0.2.255""},""name"":{""type"":""string"",""description"":""The name of the exclusion."",""example"":""My-Exclusion""},""description"":{""type"":""string"",""description"":""The description of the exclusion."",""example"":""My description.""},""id"":{""type"":""integer"",""description"":""The unique ID of the exclusion."",""example"":1},""schedule"":{""type"":""object"",""description"":""The schedule parameters for the exclusion."",""properties"":{""enabled"":{""type"":""boolean"",""description"":""If `true`, the exclusion schedule is active."",""example"":true},""starttime"":{""type"":""string"",""description"":""The start time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-01 00:00:00""},""endtime"":{""type"":""string"",""description"":""The end time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-02 00:00:00""},""rrules"":{""type"":""object"",""description"":""The recurrence rules for the exclusion."",""properties"":{""freq"":{""type"":""string"",""description"":""The frequency of the rule (`ONETIME`, `DAILY`, `WEEKLY`, `MONTHLY`, `YEARLY`)."",""enum"":[""ONETIME"",""DAILY"",""WEEKLY"",""MONTHLY"",""YEARLY""],""example"":""WEEKLY""},""interval"":{""type"":""integer"",""description"":""The interval of the rule. For example, every 4 days, every 2 months, every 3 years, etc."",""example"":1},""byweekday"":{""type"":""string"",""description"":""A comma-separated string of days to repeat a WEEKLY freq rule on (SU,MO,TU,WE,TH,FR, or SA)."",""example"":""TU,SU,MO,WE,TH""},""bymonthday"":{""type"":""integer"",""description"":""The day of the month to repeat a MONTHLY freq rule on."",""example"":1}}},""timezone"":{""type"":""string"",""description"":""The timezone for the exclusion. You can retrieve a list of timezones from the [Get timezones](ref:scans-timezones) endpoint."",""example"":""America/New_York""}}},""creation_date"":{""type"":""integer"",""description"":""The creation date of the exclusion in Unix time."",""example"":1561643735},""last_modification_date"":{""type"":""integer"",""description"":""The last modification date for the exclusion in Unix time."",""example"":1561643785},""network_id"":{""type"":""string"",""description"":""The ID of the network object associated with scanners where Tenable Vulnerability Management applies the exclusion. The default network ID is `00000000-0000-0000-0000-000000000000`. To determine the ID of a custom network, use the [GET /networks](ref:networks-list) endpoint. For more information about network objects, see [Manage Networks](doc:manage-networks-tio)."",""example"":""00000000-0000-0000-0000-000000000000""}}}"
"/exclusions/{exclusion_id}","put","exclusions-edit","object","{""type"":""object"",""properties"":{""uuid"":{""type"":""string"",""description"":""The UUID of the exclusion."",""example"":""3584b24b-7f26-4684-b644-a2a92103d6c2""},""members"":{""type"":""string"",""description"":""The targets that you want excluded from scans. Specify multiple targets as a comma-separated string. Targets can be in the following formats:\n - An individual IPv4 address (`192.0.2.1`)\n - A range of IPv4 addresses (`192.0.2.1-192.0.2.255`)\n - CIDR notation (`192.0.2.0/24`)\n - A fully-qualified domain name (FQDN) (`host.domain.com`)"",""example"":""host.domain.com, 192.0.2.1, 192.0.2.1-192.0.2.255""},""name"":{""type"":""string"",""description"":""The name of the exclusion."",""example"":""My-Exclusion""},""description"":{""type"":""string"",""description"":""The description of the exclusion."",""example"":""My description.""},""id"":{""type"":""integer"",""description"":""The unique ID of the exclusion."",""example"":1},""schedule"":{""type"":""object"",""description"":""The schedule parameters for the exclusion."",""properties"":{""enabled"":{""type"":""boolean"",""description"":""If `true`, the exclusion schedule is active."",""example"":true},""starttime"":{""type"":""string"",""description"":""The start time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-01 00:00:00""},""endtime"":{""type"":""string"",""description"":""The end time for the exclusion formatted as `YYYY-MM-DD HH:MM:SS` (ISO 8601 format)."",""example"":""2023-09-02 00:00:00""},""rrules"":{""type"":""object"",""description"":""The recurrence rules for the exclusion."",""properties"":{""freq"":{""type"":""string"",""description"":""The frequency of the rule (`ONETIME`, `DAILY`, `WEEKLY`, `MONTHLY`, `YEARLY`)."",""enum"":[""ONETIME"",""DAILY"",""WEEKLY"",""MONTHLY"",""YEARLY""],""example"":""WEEKLY""},""interval"":{""type"":""integer"",""description"":""The interval of the rule. For example, every 4 days, every 2 months, every 3 years, etc."",""example"":1},""byweekday"":{""type"":""string"",""description"":""A comma-separated string of days to repeat a WEEKLY freq rule on (SU,MO,TU,WE,TH,FR, or SA)."",""example"":""TU,SU,MO,WE,TH""},""bymonthday"":{""type"":""integer"",""description"":""The day of the month to repeat a MONTHLY freq rule on."",""example"":1}}},""timezone"":{""type"":""string"",""description"":""The timezone for the exclusion. You can retrieve a list of timezones from the [Get timezones](ref:scans-timezones) endpoint."",""example"":""America/New_York""}}},""creation_date"":{""type"":""integer"",""description"":""The creation date of the exclusion in Unix time."",""example"":1561643735},""last_modification_date"":{""type"":""integer"",""description"":""The last modification date for the exclusion in Unix time."",""example"":1561643785},""network_id"":{""type"":""string"",""description"":""The ID of the network object associated with scanners where Tenable Vulnerability Management applies the exclusion. The default network ID is `00000000-0000-0000-0000-000000000000`. To determine the ID of a custom network, use the [GET /networks](ref:networks-list) endpoint. For more information about network objects, see [Manage Networks](doc:manage-networks-tio)."",""example"":""00000000-0000-0000-0000-000000000000""}}}"
"/exclusions/{exclusion_id}","delete","exclusions-delete","unknown","{}"
"/networks","post","networks-create","object","{""type"":""object"",""properties"":{""owner_uuid"":{""type"":""string"",""description"":""The UUID of the owner of the network object. The owner of the network object does not have any additional permissions above administrator permissions.""},""created"":{""type"":""integer"",""description"":""The date (in Unix milliseconds) when the network object was created.""},""modified"":{""type"":""integer"",""description"":""The date (in Unix milliseconds) when the network object was last updated.""},""uuid"":{""type"":""string"",""description"":""The UUID of the network object.""},""name"":{""type"":""string"",""description"":""The name of the network object.""},""description"":{""type"":""string"",""description"":""The description of the network object.""},""is_default"":{""type"":""boolean"",""description"":""Indicates whether the network object is the default network object. The default network object is a system-generated object that contains any scanners and scanner groups not yet assigned to a custom network object. You cannot update or delete the default network object.""},""created_by"":{""type"":""string"",""description"":""The UUID of the user who created the network object.""},""modified_by"":{""type"":""string"",""description"":""The UUID of the user who last updated the network object.""},""deleted"":{""type"":""integer"",""description"":""The date (in Unix time) when the network object was deleted. This attribute is present for deleted network objects only. To view deleted network objects, use the `includeDeleted` parameter on the [GET /networks](ref:networks-list) endpoint.""},""deleted_by"":{""type"":""string"",""description"":""The UUID of the user who deleted the network object. This attribute is present for deleted network objects only. To view deleted network objects, use the `includeDeleted` parameter on the [GET /networks](ref:networks-list) endpoint.""},""assets_ttl_days"":{""type"":""integer"",""description"":""The number of days before assets age out. Assets are permanently deleted if they are not seen on a scan within the specified number of days.<ul><li>Minimum value: 14</li><li>Maximum value: 365</li></ul> Note: If you enable this option, Tenable Vulnerability Management immediately deletes assets in the specified network that have not been seen for the specified number of days. All asset records and associated vulnerabilities are deleted and cannot be recovered. The deleted assets no longer count towards [your license](https://docs.tenable.com/early-access/tenableio/vulnerabilitymanagement/Content/GettingStarted/Licenses.htm)""},""created_in_seconds"":{""type"":""integer"",""description"":""The date (in Unix seconds) when the network object was created.""},""modified_in_seconds"":{""type"":""integer"",""description"":""The date (in Unix seconds) when the network object was last updated.""}}}"
